epoch,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
32,0.502227,1.003434,0.000339,0.000117,0.000564,1.658816,0.995835,0.000257,0.000008,2.321531,7.68e-04
33,0.500921,1.000515,0.000313,0.000074,0.000941,1.691070,0.995835,0.000252,0.000003,2.386050,7.55e-04
34,0.501004,1.000890,0.000305,0.000085,0.000728,1.680425,0.995836,0.000260,0.000004,2.364751,7.41e-04
35,0.501092,1.001169,0.000308,0.000079,0.000628,1.697059,0.995832,0.000252,0.000004,2.398030,7.27e-04
36,0.501113,1.001349,0.000328,0.000133,0.000416,1.717420,0.995833,0.000257,0.000008,2.438743,7.13e-04
37,0.501425,1.001876,0.000345,0.000049,0.000580,1.687306,0.995834,0.000251,0.000000,2.378528,6.99e-04
38,0.500767,1.000655,0.000381,0.000026,0.000471,1.702917,0.995834,0.000234,0.000005,2.409762,6.84e-04
39,0.501101,1.001002,0.000443,0.000055,0.000702,1.735126,0.995833,0.000197,0.000002,2.474220,6.70e-04
40,0.511950,1.000207,0.000598,0.000061,0.023034,2.233560,0.995842,0.003484,0.000004,3.467790,6.55e-04
41,0.501148,0.999525,0.000974,0.000093,0.001704,1.833674,0.995835,0.001258,0.000002,2.670253,6.40e-04
42,0.503412,0.999995,0.000779,0.000008,0.006043,1.778051,0.995835,0.000847,0.000006,2.559412,6.25e-04
43,0.500941,1.000351,0.000605,0.000042,0.000883,1.582390,0.995832,0.001381,0.000002,2.167565,6.09e-04
44,0.501369,1.001271,0.000775,0.000015,0.000678,1.738835,0.995835,0.000596,0.000001,2.481238,5.94e-04
45,0.500690,1.000302,0.000675,0.000039,0.000365,1.722627,0.995832,0.000201,0.000003,2.449219,5.79e-04
46,0.500619,1.000034,0.000651,0.000024,0.000529,2.000942,0.995836,0.000806,-0.000001,3.005244,5.63e-04
47,0.499906,0.998913,0.000570,0.000039,0.000291,2.134550,0.995833,0.000407,0.000000,3.272859,5.48e-04
48,0.499705,0.998676,0.000337,0.000041,0.000357,2.265477,0.995836,0.000313,0.000003,3.534801,5.32e-04
49,0.499885,0.999190,0.000249,0.000019,0.000312,2.211014,0.995834,0.000234,-0.000001,3.425961,5.16e-04
50,0.499592,0.998673,0.000216,0.000005,0.000290,2.294162,0.995835,0.000209,-0.000003,3.592282,5.01e-04
51,0.499754,0.999064,0.000198,0.000016,0.000229,2.186435,0.995834,0.000215,0.000002,3.376819,4.85e-04
52,0.499415,0.998336,0.000181,0.000052,0.000260,2.216062,0.995833,0.000197,-0.000006,3.436101,4.69e-04
53,0.499014,0.997550,0.000174,0.000023,0.000282,2.108704,0.995833,0.000177,-0.000001,3.221400,4.53e-04
54,0.500730,1.000992,0.000175,0.000047,0.000246,2.022152,0.995833,0.000150,0.000005,3.048316,4.38e-04
55,0.499514,0.998450,0.000181,0.000043,0.000354,2.111385,0.995834,0.000142,0.000002,3.226792,4.22e-04
56,0.499393,0.998300,0.000190,0.000033,0.000262,2.282575,0.995833,0.000162,0.000000,3.569156,4.07e-04
57,0.499436,0.998384,0.000204,0.000046,0.000238,2.250814,0.995834,0.000223,-0.000001,3.505572,3.92e-04
58,0.499503,0.998526,0.000222,0.000009,0.000249,2.116969,0.995834,0.000351,0.000000,3.237752,3.76e-04
