epoch,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
30,0.909790,1.000452,0.000004,0.001487,0.089810,1.104617,0.995834,0.000010,0.000384,2.080113,7.94e-04
31,0.915923,1.000730,0.000012,0.000647,0.150820,1.066557,0.995829,0.000117,0.000306,1.699297,7.81e-04
32,0.925758,0.999364,0.000100,0.000437,0.261759,1.027280,0.995828,0.000856,0.000141,1.301369,7.68e-04
33,0.906755,0.999293,0.000269,0.000339,0.072108,1.044758,0.995834,0.000069,0.000176,1.482867,7.55e-04
34,0.902279,0.999067,0.000021,0.000501,0.029588,1.055885,0.995833,0.000020,0.000157,1.594768,7.41e-04
35,0.903939,0.999521,0.000009,0.000419,0.042357,1.081590,0.995833,0.000027,0.000155,1.851761,7.27e-04
36,0.900374,0.998829,0.000008,0.000187,0.013640,1.095153,0.995833,0.000001,0.000126,1.987879,7.13e-04
37,0.899520,0.998861,0.000003,0.000138,0.004979,1.115617,0.995832,0.000005,0.000058,2.193110,6.99e-04
38,0.898840,0.998173,0.000002,0.000122,0.004419,1.102180,0.995834,0.000003,0.000054,2.058786,6.84e-04
39,0.898918,0.998256,0.000005,0.000106,0.004485,1.115706,0.995834,0.000029,0.000031,2.194019,6.70e-04
40,0.899795,0.999143,0.000017,0.000071,0.005346,1.123815,0.995837,0.000155,0.000028,2.273971,6.55e-04
41,0.898433,0.997645,0.000050,0.000063,0.005103,1.123173,0.995835,0.000153,0.000035,2.267519,6.40e-04
42,0.898944,0.998268,0.000041,0.000050,0.004683,1.144192,0.995834,0.000045,0.000021,2.478823,6.25e-04
43,0.897857,0.997231,0.000012,0.000049,0.003265,1.118239,0.995834,0.000040,0.000036,2.219193,6.09e-04
44,0.898870,0.998142,0.000014,0.000066,0.005111,1.115382,0.995833,0.000018,0.000070,2.190533,5.94e-04
45,0.899218,0.998503,0.000005,0.000088,0.005273,1.133389,0.995833,0.000002,0.000057,2.370856,5.79e-04
46,0.898470,0.997750,0.000002,0.000079,0.004615,1.143310,0.995833,0.000003,0.000033,2.470277,5.63e-04
47,0.897083,0.996449,0.000001,0.000057,0.002543,1.123419,0.995833,0.000003,0.000047,2.271247,5.48e-04
48,0.898941,0.998186,0.000002,0.000077,0.005389,1.125213,0.995833,0.000008,0.000061,2.289017,5.32e-04
49,0.898658,0.998099,0.000003,0.000046,0.003480,1.091915,0.995833,0.000007,0.000021,1.956392,5.16e-04
50,0.898795,0.998189,0.000003,0.000033,0.004083,1.145481,0.995833,0.000003,0.000015,2.492157,5.01e-04
51,0.898071,0.997266,0.000002,0.000040,0.005129,1.180232,0.995833,0.000011,0.000038,2.839379,4.85e-04
52,0.897738,0.997244,0.000003,0.000049,0.001946,1.162786,0.995833,0.000001,0.000028,2.665110,4.69e-04
53,0.897828,0.997394,0.000001,0.000046,0.001515,1.143685,0.995833,0.000001,0.000032,2.474054,4.53e-04
54,0.897361,0.996761,0.000001,0.000041,0.002564,1.159711,0.995833,0.000001,0.000030,2.634325,4.38e-04
55,0.897638,0.997173,0.000001,0.000037,0.001638,1.149744,0.995833,0.000004,0.000029,2.534639,4.22e-04
56,0.897146,0.996631,0.000002,0.000033,0.001598,1.172151,0.995833,0.000004,0.000015,2.758844,4.07e-04
57,0.897377,0.996869,0.000001,0.000025,0.001815,1.170686,0.995833,0.000003,0.000018,2.744170,3.92e-04
58,0.897283,0.996800,0.000001,0.000029,0.001477,1.163148,0.995833,0.000002,0.000023,2.668754,3.76e-04
59,0.897092,0.996599,0.000001,0.000031,0.001354,1.168167,0.995834,0.000002,0.000020,2.718966,3.61e-04
60,0.897581,0.997113,0.000001,0.000032,0.001613,1.168139,0.995834,0.000001,0.000017,2.718721,3.46e-04
61,0.896985,0.996490,0.000001,0.000026,0.001290,1.157761,0.995834,0.000006,0.000022,2.614857,3.31e-04
62,0.897215,0.996769,0.000002,0.000023,0.001087,1.158734,0.995833,0.000003,0.000016,2.624669,3.17e-04
63,0.897168,0.996709,0.000001,0.000020,0.001185,1.167200,0.995833,0.000003,0.000010,2.709378,3.02e-04
64,0.896690,0.996163,0.000001,0.000028,0.001260,1.176241,0.995833,0.000004,0.000006,2.799822,2.88e-04
65,0.896876,0.996416,0.000001,0.000020,0.000889,1.182108,0.995833,0.000007,0.000010,2.858424,2.74e-04
66,0.896792,0.996306,0.000002,0.000016,0.001061,1.175337,0.995834,0.000006,0.000007,2.790760,2.60e-04
67,0.896820,0.996346,0.000002,0.000018,0.000975,1.179348,0.995834,0.000009,0.000011,2.830793,2.46e-04
68,0.897199,0.996728,0.000003,0.000020,0.001307,1.184699,0.995834,0.000009,0.000010,2.884312,2.33e-04
69,0.896711,0.996233,0.000002,0.000017,0.000887,1.177767,0.995834,0.000005,0.000010,2.815033,2.20e-04
70,0.896913,0.996432,0.000001,0.000021,0.001096,1.187554,0.995833,0.000001,0.000009,2.912951,2.07e-04
