group_label,target,group_str,roi,n_subjects_group,n_roi,mean_delta,sem,p_value,n_consistent,consistency_threshold,consistent_direction,p_value_fdr,significant_fdr,classification
ZI (2nd tx),zi,VIM_first,lh_cerebellum_dentate,6,6,0.00016424991190433337,0.0011387204562916297,0.8909438936075853,3,5,False,0.8909438936075853,False,neither
ZI (2nd tx),zi,VIM_first,lh_cerebellum_motor,6,6,-0.0026774229481815997,0.0007657212004582683,0.017347370378925794,5,5,True,0.41633688909421906,False,consistency_threshold
ZI (2nd tx),zi,VIM_first,lh_paracentral_smooth3mm,6,6,-0.0003366859940191166,0.0009774399905846678,0.7445176311065103,4,5,False,0.7768879628937498,False,neither
ZI (2nd tx),zi,VIM_first,lh_postcentral_smooth3mm,6,6,-0.0008885477048655166,0.0009791387424446917,0.4057648406375402,4,5,False,0.661911199642407,False,neither
ZI (2nd tx),zi,VIM_first,lh_precentral_smooth3mm,6,6,-0.0014142580330371334,0.0005595367356321805,0.052687017097221685,5,5,True,0.5148643233048561,False,consistency_threshold
ZI (2nd tx),zi,VIM_first,lh_superiorfrontal_smooth3mm,6,6,-0.00019411440007388356,0.0005224375455676496,0.7254491402395786,3,5,False,0.7768879628937498,False,neither
ZI (2nd tx),zi,VIM_first,lh_vim,6,6,-0.001208964735269512,0.0008896161152230343,0.2322413688054456,5,5,True,0.6193103168145215,False,consistency_threshold
ZI (2nd tx),zi,VIM_first,lh_zi,6,6,-0.0007200309773906999,0.0009674750623511039,0.49020921130983736,3,5,False,0.7353138169647561,False,neither
ZI (2nd tx),zi,VIM_first,rh_Ca,6,6,-0.0006439004403849333,0.000614508866844449,0.3427028875570287,4,5,False,0.6326822539514375,False,neither
ZI (2nd tx),zi,VIM_first,rh_GPe,6,6,0.0007428300256530166,0.0007036131045442072,0.3394070249783728,4,5,False,0.6326822539514375,False,neither
ZI (2nd tx),zi,VIM_first,rh_GPi,6,6,-0.0005407063290476833,0.0014017267513587843,0.7155535602821588,3,5,False,0.7768879628937498,False,neither
ZI (2nd tx),zi,VIM_first,rh_Pu,6,6,-0.0018214491816858,0.0007701994664617113,0.06435804041310701,5,5,True,0.5148643233048561,False,consistency_threshold
ZI (2nd tx),zi,VIM_first,rh_STH,6,6,-0.0014965947096546503,0.0008758019141053171,0.14818080470268688,4,5,False,0.57087281636218,False,neither
ZI (2nd tx),zi,VIM_first,rh_cerebellum_dentate,6,6,-0.00072393543086945,0.0011838692496545357,0.5676008123452301,4,5,False,0.7568010831269735,False,neither
ZI (2nd tx),zi,VIM_first,rh_cerebellum_motor,6,6,-0.00034322108452519994,0.000982325117484038,0.7410256531825852,3,5,False,0.7768879628937498,False,neither
ZI (2nd tx),zi,VIM_first,rh_paracentral_smooth3mm,6,6,-0.0011815677086512,0.0011189087733582835,0.3392976330618618,4,5,False,0.6326822539514375,False,neither
ZI (2nd tx),zi,VIM_first,rh_postcentral_smooth3mm,6,6,-0.0009724058521290334,0.0010912392865920688,0.4136944997765043,4,5,False,0.661911199642407,False,neither
ZI (2nd tx),zi,VIM_first,rh_precentral_smooth3mm,6,6,-0.0011090619179109668,0.0010459007344941315,0.33748021007409446,4,5,False,0.6326822539514375,False,neither
ZI (2nd tx),zi,VIM_first,rh_superiorfrontal_smooth3mm,6,6,-0.00033417968855549993,0.0008103482890997526,0.6971393630157504,4,5,False,0.7768879628937498,False,neither
