epoch,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
25,50.869955,1.986668,54.232223,0.226178,0.693941,48.389497,1.027761,52.626853,0.034225,0.695428,8.54e-04
26,47.167533,1.998557,50.120129,0.212686,0.693003,42.308340,1.011983,45.883162,0.036866,0.695287,8.42e-04
27,43.450970,1.869433,46.133403,0.199048,0.692759,39.539923,1.013187,42.811344,0.031459,0.695304,8.31e-04
28,39.994432,1.759604,42.413423,0.188213,0.693173,37.954521,1.021769,41.043382,0.029290,0.695245,8.19e-04
29,36.868259,1.781247,38.929316,0.177159,0.693097,32.613855,1.007557,35.125353,0.027463,0.695207,8.07e-04
30,33.797932,1.720575,35.587399,0.168186,0.693883,30.355725,1.008730,32.617470,0.025145,0.695164,7.94e-04
31,30.948509,1.644540,32.506259,0.159533,0.692100,29.243736,1.016845,31.372631,0.026325,0.695161,7.81e-04
32,28.289832,1.551489,29.655068,0.149623,0.692710,24.648774,1.004167,26.281559,0.024563,0.695138,7.68e-04
33,25.844101,1.544857,26.950908,0.142820,0.693759,22.890281,1.005370,24.329791,0.021251,0.695118,7.55e-04
34,23.605506,1.524953,24.491474,0.134892,0.693194,22.223251,1.012889,23.581891,0.020491,0.695089,7.41e-04
35,21.553765,1.498241,22.245338,0.127928,0.694082,18.336658,1.001638,19.275936,0.019256,0.695113,7.27e-04
36,19.625073,1.485706,20.122430,0.120405,0.693858,17.023297,1.002670,17.816538,0.018324,0.695195,7.13e-04
37,17.893155,1.478582,18.210347,0.115338,0.693147,16.725671,1.009630,17.477890,0.019325,0.695116,6.99e-04
38,16.305899,1.444573,16.486832,0.109161,0.693903,13.476915,0.999794,13.879709,0.017594,0.695290,6.84e-04
39,14.814767,1.417248,14.861914,0.104660,0.693275,12.529624,1.000708,12.827700,0.016145,0.695274,6.70e-04
40,13.441546,1.344924,13.414835,0.098216,0.693683,12.530663,1.007035,12.823631,0.015043,0.695237,6.55e-04
41,12.298277,1.362524,12.131195,0.093899,0.694212,9.834182,0.998476,9.836419,0.014671,0.695722,6.40e-04
42,11.204822,1.366173,10.917445,0.088929,0.695300,9.179663,0.999276,9.109666,0.013383,0.695710,6.25e-04
43,10.198360,1.329387,9.839666,0.085307,0.694367,9.387008,1.004947,9.333998,0.013786,0.695504,6.09e-04
44,9.329868,1.312049,8.896373,0.081014,0.693763,7.158503,0.997545,6.865396,0.013595,0.696207,5.94e-04
45,8.522867,1.311729,8.004535,0.076360,0.695061,6.722718,0.998218,6.382133,0.011955,0.696423,5.79e-04
46,7.776336,1.272238,7.217631,0.073242,0.695367,7.070859,1.003249,6.762753,0.013183,0.695931,5.63e-04
47,7.171227,1.281093,6.540481,0.069094,0.696263,5.236292,0.996925,4.731864,0.011877,0.696927,5.48e-04
48,6.547603,1.237759,5.894485,0.065485,0.696474,4.959229,0.997482,4.424364,0.010941,0.697203,5.32e-04
49,6.059169,1.266508,5.325841,0.062662,0.696599,5.377631,1.001860,4.886139,0.009736,0.696693,5.16e-04
50,5.587740,1.226349,4.845289,0.059545,0.696750,3.871558,0.996499,3.218169,0.009510,0.697983,5.01e-04
51,5.165092,1.223333,4.381145,0.056908,0.698453,3.700357,0.996929,3.025739,0.011214,0.698636,4.85e-04
52,4.797048,1.228347,3.971611,0.052662,0.696901,4.156429,1.000770,3.531546,0.008366,0.698162,4.69e-04
53,4.483566,1.218581,3.634757,0.050837,0.698083,2.915699,0.996212,2.156133,0.009495,0.700428,4.53e-04
54,4.172859,1.206485,3.304038,0.048177,0.700292,2.811126,0.996540,2.040451,0.008585,0.701077,4.38e-04
55,3.900441,1.200316,3.009878,0.045866,0.699875,3.279618,0.999841,2.557664,0.008725,0.700114,4.22e-04
56,3.680290,1.190825,2.776935,0.043456,0.701957,2.252928,0.996026,1.420803,0.008241,0.703648,4.07e-04
57,3.459659,1.182759,2.541679,0.041403,0.704026,2.192740,0.996263,1.351900,0.009860,0.705203,3.92e-04
58,3.269374,1.185432,2.329254,0.039817,0.703213,2.646609,0.999097,1.854747,0.008548,0.704556,3.76e-04
59,3.113653,1.174440,2.169191,0.037617,0.705306,1.797141,0.995907,0.914227,0.007716,0.710761,3.61e-04
60,2.960222,1.173117,2.001384,0.035577,0.711521,1.757347,0.996054,0.870264,0.006994,0.713657,3.46e-04
61,2.811173,1.165361,1.845704,0.033407,0.711489,2.186744,0.998463,1.344905,0.007224,0.712116,3.31e-04
62,2.711702,1.165340,1.736735,0.031462,0.715186,1.486395,0.995830,0.567894,0.007667,0.721424,3.17e-04
63,2.604282,1.166450,1.616440,0.030354,0.723631,1.459273,0.995913,0.538261,0.006515,0.726533,3.02e-04
64,2.492972,1.159112,1.501560,0.028864,0.723895,1.853718,0.997951,0.973588,0.007470,0.726097,2.88e-04
65,2.416753,1.148853,1.427716,0.027255,0.733116,1.275655,0.995800,0.332699,0.006486,0.741685,2.74e-04
66,2.336215,1.146720,1.340153,0.025948,0.746752,1.255065,0.995837,0.308953,0.006211,0.751645,2.60e-04
67,2.260368,1.149979,1.253758,0.024332,0.751058,1.607265,0.997533,0.698206,0.006322,0.754095,2.46e-04
68,2.209252,1.142917,1.203634,0.022962,0.766915,1.140748,0.995795,0.175138,0.009363,0.784820,2.33e-04
69,2.166207,1.152500,1.137361,0.028780,0.794309,1.148072,0.995798,0.155687,0.034494,0.806914,2.20e-04
70,2.085810,1.134460,1.070700,0.023190,0.802944,1.416036,0.997143,0.480617,0.005910,0.807339,2.07e-04
71,2.102402,1.175261,1.033254,0.035237,0.830244,1.082777,0.995798,0.076852,0.035540,0.854067,1.94e-04
72,2.012015,1.138316,0.981840,0.020940,0.850287,1.049345,0.995784,0.069852,0.005901,0.849617,1.82e-04
73,1.951939,1.119316,0.938740,0.016955,0.844300,1.259397,0.996705,0.304629,0.004134,0.844758,1.70e-04
74,2.022406,1.222947,0.908255,0.019674,0.866179,1.017465,0.995803,0.033684,0.004399,0.869671,1.59e-04
75,1.880007,1.102164,0.877954,0.014669,0.846990,1.016081,0.995808,0.035051,0.005081,0.837350,1.47e-04
76,1.842979,1.087745,0.854280,0.014379,0.822160,1.143577,0.996315,0.179052,0.004335,0.818456,1.36e-04
77,1.870743,1.132661,0.838388,0.014577,0.836798,0.996972,0.995809,0.013502,0.003961,0.850270,1.26e-04
78,1.812640,1.090420,0.817674,0.012709,0.839167,0.995565,0.995802,0.014375,0.002816,0.838714,1.16e-04
79,1.789251,1.083965,0.799039,0.012285,0.834908,1.079651,0.996124,0.106494,0.004182,0.835304,1.06e-04
80,1.859359,1.178429,0.779850,0.012822,0.853680,0.993266,0.995806,0.009171,0.004207,0.850007,9.64e-05
81,1.752495,1.077612,0.766284,0.011114,0.829855,0.991434,0.995804,0.010956,0.003965,0.817806,8.74e-05
82,1.736601,1.073631,0.755734,0.010826,0.804282,1.024594,0.995985,0.050341,0.003699,0.795710,7.88e-05
83,1.735525,1.080469,0.747884,0.010977,0.801276,0.986207,0.995817,0.002026,0.007215,0.816547,7.06e-05
84,1.717260,1.071440,0.735059,0.010355,0.820918,0.984624,0.995813,0.002838,0.003297,0.828703,6.28e-05
85,1.700288,1.065502,0.722362,0.009593,0.825769,1.003187,0.995914,0.023674,0.003284,0.826022,5.54e-05
86,1.693978,1.070478,0.711048,0.009071,0.824406,0.983310,0.995817,0.001031,0.003293,0.831833,4.85e-05
87,1.678437,1.062878,0.701197,0.008690,0.829485,0.983661,0.995817,0.001320,0.003426,0.831540,4.21e-05
88,1.670416,1.063865,0.692118,0.008228,0.826262,0.984535,0.995846,0.003492,0.003748,0.817575,3.61e-05
89,1.645503,1.051254,0.680471,0.008038,0.797162,0.979431,0.995816,0.001447,0.003511,0.787341,3.05e-05
90,1.644523,1.058380,0.674383,0.007771,0.780425,0.977679,0.995818,0.001048,0.003110,0.777014,2.54e-05
91,1.642265,1.063546,0.667490,0.007617,0.774776,0.977352,0.995827,0.000709,0.003560,0.772663,2.08e-05
92,1.637553,1.069251,0.657233,0.007863,0.766405,0.975990,0.995832,0.000617,0.002635,0.768141,1.67e-05
93,1.617448,1.057353,0.648767,0.007115,0.755376,0.974918,0.995827,0.000364,0.003733,0.749870,1.30e-05
94,1.609164,1.057126,0.641320,0.006808,0.744354,0.975378,0.995817,0.001676,0.003554,0.744353,9.85e-06
95,1.597357,1.048815,0.637437,0.006469,0.739069,0.973138,0.995821,0.000631,0.002749,0.738565,7.15e-06
96,1.595292,1.049841,0.634577,0.006539,0.734298,0.972287,0.995827,0.000224,0.002698,0.734122,4.94e-06
97,1.593149,1.050218,0.632264,0.006184,0.733508,0.972059,0.995829,0.000208,0.002547,0.733332,3.22e-06
98,1.588105,1.046381,0.630538,0.006241,0.732611,0.972708,0.995826,0.000222,0.003312,0.732837,1.99e-06
99,1.590544,1.050315,0.629552,0.006208,0.730765,0.972445,0.995830,0.000222,0.003066,0.732383,1.25e-06
100,1.590641,1.051238,0.628869,0.006083,0.730704,0.972152,0.995829,0.000199,0.002754,0.732475,1.00e-06
