coord_index,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
66,-0.00075290183,-6.8343206e-06,0.0007460676,-1.0232548084751742,0.3197436432189393,0.7072391402997266,0.5152778625488281,False
67,-0.26353613,-0.26770106,-0.004164963,2.0752505412100057,0.05257324611014634,0.5749588523720229,0.049365997314453125,False
68,0.25121632,0.2551198,0.0039035059,-1.6738175255008754,0.11145459632353964,0.6044285524545322,0.2753410339355469,False
69,-0.00634215,-0.0034740241,0.0028681252,-1.7259822316906508,0.10147497186219306,0.6044285524545322,0.08742904663085938,False
70,0.0025397148,0.0024468135,-9.290111e-05,0.11840403163203249,0.9070588720405981,0.9774702405585972,0.312408447265625,False
71,0.002284603,0.003124408,0.00083980535,-1.0292204382865973,0.31700856936997035,0.7072391402997266,0.25792694091796875,False
72,-0.19426395,-0.19699742,-0.002733454,1.862555470395721,0.07892941494566706,0.6044285524545322,0.07987594604492188,False
73,0.0019340258,0.0011153168,-0.0008187095,0.8443985267922794,0.4095297388982517,0.7560549025813879,0.7380905151367188,False
74,-0.0062640253,-0.0053858263,0.00087819877,-1.1478868754382618,0.26604303243126853,0.6777201358045872,0.70855712890625,False
75,-6.3538886e-05,-0.0008889622,-0.00082542334,0.6041074506012125,0.5533107626119993,0.8171974340115682,0.4180412292480469,False
76,0.0008128548,0.0014717893,0.00065893447,-0.6865073358545649,0.5011420341879125,0.7673414848147434,0.6225624084472656,False
77,-0.0015974827,-0.0014951376,0.00010234515,-0.10648118456759267,0.9163783505236849,0.9774702405585972,0.7380905151367188,False
78,0.1386194,0.14387041,0.0052509937,-2.421907746362645,0.026219208173369438,0.5749588523720229,0.044559478759765625,False
79,0.0023747701,0.0024229873,4.8217033e-05,-0.07620965141533682,0.9400929769445978,0.9907413091219248,0.76800537109375,False
80,-0.002274965,-0.0036110482,-0.0013360837,0.9672171390742628,0.3462524957717411,0.7072391402997266,0.3954620361328125,False
81,0.000492963,0.0009865433,0.0004935802,-0.6959330726486185,0.4953592043516024,0.7673414848147434,0.5412178039550781,False
82,0.0021563908,0.0008815627,-0.0012748281,1.3409319526889707,0.1966201160553191,0.6501842666159706,0.08742904663085938,False
83,-0.00036879006,-0.0004789112,-0.00011012115,0.13075674362895226,0.8974180324355688,0.9774702405585972,0.37359619140625,False
84,0.00011576989,-0.0016077391,-0.001723509,1.3001403577393167,0.20995533609474054,0.6501842666159706,0.2934989929199219,False
85,-0.0054844893,-0.0043562353,0.0011282546,-0.9835032186793067,0.3383957924713289,0.7072391402997266,0.24125289916992188,False
86,0.00056247506,-0.0009203529,-0.001482828,1.242691664957877,0.22992718590074995,0.6688790862567271,0.3524589538574219,False
87,0.0014372172,0.0021999073,0.00076269003,-0.4871099277169349,0.6320594222402651,0.8424715116251631,0.5677604675292969,False
88,0.0022319953,0.001477461,-0.00075453444,0.5633616543230605,0.5801396363205514,0.8301268826728311,0.5948867797851562,False
89,0.0038312147,0.003064041,-0.0007671744,0.6861124021075271,0.5013851765914703,0.7673414848147434,0.7982521057128906,False
90,-0.00076593057,-0.00015093187,0.0006149987,-0.42024605595887643,0.6792797563678346,0.8580375869909489,0.9217147827148438,False
91,0.002245796,0.0023166582,7.086252e-05,-0.05952482704481981,0.9531899832062185,0.9907413091219248,0.5948867797851562,False
92,0.22717202,0.23047921,0.0033071826,-2.063438998032171,0.05379705577208888,0.5749588523720229,0.040130615234375,False
93,0.0010528758,-0.0010213979,-0.0020742735,2.3677402442638993,0.0293001440151142,0.5749588523720229,0.0180816650390625,False
94,-0.18560399,-0.18798679,-0.002382782,1.6160322143712507,0.12347847275462474,0.6044285524545322,0.156402587890625,False
95,0.00058970496,-0.0018981277,-0.0024878331,1.4212125287590274,0.1723488083661708,0.6363648308904769,0.4653167724609375,False
